iter	Passed	Remaining
1682	6294	31104
1683	6296	31095
1684	6300	31093
1685	6305	31091
1686	6308	31088
1687	6312	31083
1688	6315	31077
1689	6318	31068
1690	6322	31067
1691	6325	31059
1692	6329	31058
1693	6333	31053
1694	6337	31049
1695	6340	31045
1696	6343	31036
1697	6346	31031
1698	6350	31026
1699	6353	31020
1700	6358	31022
1701	6362	31019
1702	6365	31014
1703	6369	31010
1704	6372	31004
1705	6377	31003
1706	6380	30998
1707	6384	30994
1708	6388	30991
1709	6392	30990
1710	6396	30985
1711	6400	30984
1712	6402	30975
1713	6408	30978
1714	6411	30974
1715	6415	30971
1716	6418	30963
1717	6422	30960
1718	6425	30955
1719	6430	30955
1720	6433	30947
1721	6437	30946
1722	6440	30941
1723	6443	30933
1724	6447	30930
1725	6451	30927
1726	6455	30925
1727	6458	30918
1728	6463	30918
1729	6467	30917
1730	6472	30919
1731	6476	30917
1732	6480	30913
1733	6485	30914
1734	6489	30911
1735	6493	30911
1736	6496	30903
1737	6500	30903
1738	6504	30898
1739	6507	30892
1740	6511	30889
1741	6514	30883
1742	6517	30876
1743	6522	30875
1744	6525	30870
1745	6529	30868
1746	6533	30864
1747	6537	30861
1748	6540	30855
1749	6544	30851
1750	6547	30846
1751	6552	30845
1752	6555	30841
1753	6558	30833
1754	6562	30828
1755	6565	30823
1756	6569	30820
1757	6573	30818
1758	6576	30813
1759	6581	30811
1760	6585	30808
1761	6589	30806
1762	6593	30805
1763	6597	30802
1764	6600	30795
1765	6604	30792
1766	6608	30792
1767	6612	30787
1768	6616	30786
1769	6619	30779
1770	6623	30777
1771	6626	30771
1772	6631	30771
1773	6635	30766
1774	6638	30761
1775	6641	30753
1776	6646	30758
1777	6651	30756
1778	6654	30751
1779	6658	30748
1780	6661	30743
1781	6665	30738
1782	6669	30734
1783	6672	30729
1784	6675	30723
1785	6679	30721
1786	6682	30714
1787	6686	30711
1788	6689	30704
1789	6693	30702
1790	6697	30697
1791	6701	30693
1792	6704	30686
1793	6708	30684
1794	6711	30679
1795	6715	30677
1796	6718	30671
1797	6723	30668
1798	6726	30662
1799	6729	30657
1800	6732	30651
1801	6737	30649
1802	6740	30644
1803	6744	30642
1804	6747	30633
1805	6751	30633
1806	6755	30628
1807	6759	30625
1808	6762	30622
1809	6766	30616
1810	6770	30613
1811	6774	30610
1812	6777	30605
1813	6781	30601
1814	6784	30597
1815	6788	30595
1816	6792	30590
1817	6796	30586
1818	6800	30584
1819	6803	30579
1820	6807	30577
1821	6811	30573
1822	6815	30569
1823	6819	30566
1824	6821	30558
1825	6826	30558
1826	6830	30554
1827	6833	30550
1828	6837	30548
1829	6841	30542
1830	6845	30540
1831	6848	30534
1832	6851	30526
1833	6855	30525
1834	6859	30522
1835	6862	30517
1836	6866	30513
1837	6869	30504
1838	6873	30504
1839	6877	30501
1840	6881	30496
1841	6884	30491
1842	6888	30489
1843	6892	30485
1844	6896	30483
1845	6900	30479
1846	6904	30478
1847	6908	30475
1848	6913	30476
1849	6917	30474
1850	6937	30542
1851	6943	30548
1852	6949	30555
1853	6970	30627
1854	6976	30633
1855	6981	30635
1856	6987	30639
1857	6992	30641
1858	6996	30637
1859	7000	30635
1860	7004	30633
1861	7008	30630
1862	7012	30630
1863	7016	30626
1864	7021	30626
1865	7025	30624
1866	7029	30620
1867	7033	30618
1868	7037	30614
1869	7041	30613
1870	7044	30607
1871	7049	30607
1872	7052	30602
1873	7057	30604
1874	7061	30601
1875	7065	30598
1876	7069	30595
1877	7073	30592
1878	7077	30589
1879	7081	30585
1880	7085	30582
1881	7089	30578
1882	7093	30576
1883	7096	30570
1884	7101	30570
1885	7105	30569
1886	7109	30566
1887	7113	30565
1888	7117	30563
1889	7121	30558
1890	7125	30556
1891	7130	30555
1892	7149	30620
1893	7156	30626
1894	7160	30626
1895	7165	30628
1896	7170	30626
1897	7173	30622
1898	7178	30624
1899	7182	30621
1900	7186	30618
1901	7190	30614
1902	7194	30609
1903	7198	30609
1904	7202	30606
1905	7206	30605
1906	7210	30600
1907	7215	30600
1908	7219	30596
1909	7223	30596
1910	7227	30593
1911	7231	30588
1912	7235	30588
1913	7239	30586
1914	7244	30585
1915	7249	30585
1916	7252	30580
1917	7256	30578
1918	7260	30574
1919	7264	30571
1920	7268	30569
1921	7273	30568
1922	7276	30564
1923	7280	30561
1924	7285	30559
1925	7289	30557
1926	7292	30551
1927	7297	30550
1928	7301	30549
1929	7305	30545
1930	7309	30543
1931	7314	30543
1932	7317	30540
1933	7322	30539
1934	7326	30536
1935	7330	30532
1936	7334	30531
1937	7338	30527
1938	7343	30527
1939	7347	30524
1940	7351	30521
1941	7354	30514
1942	7358	30513
1943	7362	30511
1944	7366	30508
1945	7371	30508
1946	7375	30507
1947	7380	30505
1948	7383	30501
1949	7407	30581
1950	7412	30579
1951	7415	30575
1952	7420	30575
1953	7424	30573
1954	7443	30631
1955	7453	30651
1956	7458	30653
1957	7464	30658
1958	7469	30659
1959	7475	30663
1960	7478	30657
1961	7483	30659
1962	7487	30656
1963	7491	30652
1964	7496	30652
1965	7499	30648
1966	7504	30645
1967	7508	30643
1968	7512	30640
1969	7515	30635
1970	7520	30633
1971	7524	30630
1972	7528	30628
1973	7535	30637
1974	7541	30644
1975	7546	30644
1976	7551	30647
1977	7557	30649
1978	7561	30646
1979	7566	30646
1980	7570	30643
1981	7573	30638
1982	7578	30638
1983	7581	30633
1984	7586	30632
1985	7590	30628
1986	7594	30627
1987	7599	30625
1988	7603	30625
1989	7608	30623
1990	7611	30617
1991	7615	30616
1992	7619	30610
1993	7623	30610
1994	7628	30609
1995	7632	30605
1996	7637	30605
1997	7641	30604
1998	7645	30600
1999	7650	30600
2000	7653	30596
2001	7657	30591
2002	7662	30592
2003	7666	30589
2004	7671	30588
2005	7674	30584
2006	7679	30582
2007	7683	30580
2008	7687	30577
2009	7691	30574
2010	7695	30571
2011	7700	30571
2012	7713	30604
2013	7717	30600
2014	7721	30600
2015	7725	30596
2016	7730	30597
2017	7734	30593
2018	7738	30589
2019	7742	30586
2020	7746	30582
2021	7758	30612
2022	7763	30614
2023	7768	30613
2024	7773	30615
2025	7791	30667
2026	7798	30676
2027	7803	30673
2028	7809	30678
2029	7815	30682
2030	7819	30679
2031	7822	30675
2032	7826	30672
2033	7830	30669
2034	7834	30665
2035	7838	30661
2036	7842	30658
2037	7846	30655
2038	7850	30652
2039	7855	30650
2040	7858	30645
2041	7863	30645
2042	7867	30642
2043	7872	30640
2044	7876	30640
2045	7881	30640
2046	7886	30638
2047	7890	30635
2048	7894	30634
2049	7899	30633
2050	7902	30628
2051	7906	30624
2052	7910	30621
2053	7914	30618
2054	7918	30614
2055	7922	30609
2056	7926	30608
2057	7929	30602
2058	7934	30601
2059	7938	30597
2060	7942	30594
2061	7945	30588
2062	7950	30588
2063	7954	30583
2064	7959	30583
2065	7963	30581
2066	7966	30575
2067	7971	30574
2068	7975	30571
2069	7979	30568
2070	7983	30564
2071	7986	30558
2072	7990	30556
2073	7994	30551
2074	7998	30549
2075	8002	30545
2076	8006	30539
2077	8010	30538
2078	8014	30536
2079	8036	30599
2080	8042	30604
2081	8047	30606
2082	8052	30605
2083	8058	30608
2084	8062	30605
2085	8067	30606
2086	8072	30607
2087	8076	30603
2088	8080	30602
2089	8083	30595
2090	8088	30593
2091	8092	30591
2092	8096	30588
2093	8100	30583
2094	8104	30581
2095	8108	30576
2096	8112	30572
2097	8115	30566
2098	8119	30563
2099	8127	30575
2100	8131	30572
2101	8134	30564
2102	8138	30559
2103	8141	30552
2104	8145	30550
2105	8149	30547
2106	8153	30543
2107	8157	30542
2108	8161	30538
2109	8166	30535
2110	8170	30532
2111	8174	30531
2112	8178	30528
2113	8182	30524
2114	8186	30521
2115	8190	30517
2116	8193	30511
2117	8198	30508
2118	8202	30506
2119	8206	30502
2120	8210	30498
2121	8214	30497
2122	8219	30495
2123	8223	30494
2124	8227	30490
2125	8231	30487
2126	8235	30483
2127	8239	30479
2128	8243	30475
2129	8248	30477
2130	8252	30474
2131	8257	30472
2132	8261	30469
2133	8265	30466
2134	8269	30463
2135	8273	30461
2136	8277	30456
2137	8281	30454
2138	8286	30451
2139	8289	30447
2140	8293	30442
2141	8297	30439
2142	8302	30439
2143	8307	30439
2144	8311	30435
2145	8315	30433
2146	8318	30426
2147	8322	30424
2148	8326	30421
2149	8331	30418
2150	8334	30412
2151	8339	30411
2152	8343	30407
2153	8356	30440
2154	8360	30433
2155	8364	30433
