iter	RMSE
164	0.1700249766
165	0.1692523774
166	0.1679842709
167	0.1672929116
168	0.1671711777
169	0.1668400532
170	0.1663929291
171	0.1661095329
172	0.1659764018
173	0.164256881
174	0.164096482
175	0.1624380617
176	0.1623514432
177	0.16216218
178	0.1616380673
179	0.1615201614
180	0.1601410818
181	0.1583750165
182	0.1572952629
183	0.1571927911
184	0.1570837072
185	0.1569201088
186	0.1568233642
187	0.1560656012
188	0.1553751091
189	0.154941988
190	0.1547897544
191	0.1542341492
192	0.1524182065
193	0.1516712162
194	0.151196855
195	0.1496544363
196	0.1485883
197	0.1479834493
198	0.1465840118
199	0.1452910947
200	0.144887264
201	0.1447744002
202	0.1432230265
203	0.1428073488
204	0.1426698826
205	0.1425038901
206	0.1413926964
207	0.1404829312
208	0.140408886
209	0.1390778071
210	0.1381080794
211	0.1371149748
212	0.137022881
213	0.1368807187
214	0.1359262762
215	0.1345973197
216	0.133779133
217	0.133181047
218	0.1330276401
219	0.1323866937
220	0.1316495394
221	0.1314971853
222	0.1310959825
223	0.1305565291
224	0.1299485308
225	0.1292695423
226	0.1283181402
227	0.127990884
228	0.1274056449
229	0.1269485275
230	0.1262858517
231	0.1254839661
232	0.1249485927
233	0.1248156963
234	0.1247139929
235	0.1239460502
236	0.1235140438
237	0.1230003396
238	0.1225778543
239	0.121738495
240	0.1211861038
241	0.1207033888
242	0.1196396578
243	0.1191433361
244	0.1186269668
245	0.1179901492
246	0.1173657363
247	0.116729539
248	0.1164376618
249	0.1153796922
250	0.1149670669
251	0.1145756522
252	0.1140744399
253	0.1128009378
254	0.1124239106
255	0.1114433692
256	0.1109501122
257	0.1108975027
258	0.1105742522
259	0.1100750089
260	0.1099737716
261	0.1096799757
262	0.1093971354
263	0.1086154539
264	0.1079656036
265	0.1076813617
266	0.1073414465
267	0.106811613
268	0.1063776755
269	0.106231935
270	0.1057557969
271	0.1051344719
272	0.1048994976
273	0.1044203784
274	0.1041142369
275	0.1035662024
276	0.1032398447
277	0.1029601669
278	0.1025989516
279	0.1018443971
280	0.1006813199
281	0.100119215
282	0.09979376319
283	0.09921210683
284	0.09893106496
285	0.09848042624
286	0.09843361927
287	0.09769133463
288	0.09722617247
289	0.09679981919
290	0.09642675176
291	0.09576332357
292	0.09545747031
293	0.09521162588
294	0.09467720668
295	0.09390799625
296	0.09352546162
297	0.09273599495
298	0.09215976441
299	0.09175348409
300	0.09161566698
301	0.09131546814
302	0.09109546864
303	0.09083926352
304	0.09048580652
305	0.09009291795
306	0.08959975771
307	0.08939096248
308	0.08892795645
309	0.08866897199
310	0.0883281827
311	0.08791996955
312	0.08748152443
313	0.08705622574
314	0.08683866924
315	0.08648721638
316	0.08609251714
317	0.08565120611
318	0.08498492993
319	0.08447087886
320	0.08424062207
321	0.08394817459
322	0.08359363385
323	0.08303909556
324	0.08261144563
325	0.0823438206
326	0.08203267305
327	0.08198233398
328	0.08163901323
329	0.08116423756
330	0.0807314583
331	0.08044449659
332	0.08012907563
333	0.07990212381
334	0.07981531175
335	0.07949250661
336	0.07902872081
337	0.07874569035
338	0.07842674471
339	0.07815688838
340	0.07767548251
341	0.07736421994
342	0.07702018232
343	0.07675257131
344	0.07664782648
345	0.07633329111
346	0.07592512341
347	0.0758921362
348	0.07557886381
349	0.07542878755
350	0.07536313938
351	0.07509232194
352	0.07481884444
353	0.07454203686
354	0.07414590295
355	0.07394906701
356	0.0737180135
357	0.07339639741
358	0.07297866091
359	0.0727334712
360	0.07248170211
361	0.07216251352
362	0.07168695835
363	0.07151315252
364	0.07144069692
365	0.07115829876
366	0.07074312835
367	0.07054894994
368	0.07044003388
369	0.07039725411
370	0.07023963982
371	0.06989644592
372	0.06985084219
373	0.06959290415
374	0.06922165132
375	0.0687291469
376	0.0683397248
377	0.06802489514
378	0.06773399715
379	0.06758858832
380	0.06728903403
381	0.06692083601
382	0.06656387466
383	0.06626139017
384	0.06612985607
385	0.06609806978
386	0.06567323
387	0.06543435308
388	0.06513149161
389	0.06478075673
390	0.06431897048
391	0.06396564355
392	0.06368798739
393	0.0635663438
394	0.06325527872
395	0.06301597298
396	0.06256937961
397	0.06228859624
398	0.06215567517
399	0.06198817429
400	0.06193789687
401	0.06173479946
402	0.06145379248
403	0.06134996573
404	0.06104895984
405	0.06065328098
406	0.06046497339
407	0.06012007169
408	0.05997068594
409	0.05976171892
410	0.05974472968
411	0.05958866173
412	0.05956241592
413	0.05953401235
414	0.05933463396
415	0.05916569112
416	0.05899492499
417	0.05870749182
418	0.05844204661
419	0.05831011695
420	0.05812651682
421	0.0579418525
422	0.05764573663
423	0.05720706261
424	0.05693941205
425	0.05669693206
426	0.05654765232
427	0.05644553155
428	0.05624714214
429	0.05615783704
430	0.05606056452
431	0.05602889826
432	0.05580378356
433	0.05545725329
434	0.05501113031
435	0.05466535116
436	0.05450990694
437	0.05448237467
438	0.05439735604
439	0.054159824
440	0.05386322367
441	0.05363003652
442	0.05342980739
443	0.05308174193
444	0.05280907366
445	0.0525294555
446	0.05248473996
447	0.05227982802
448	0.052129794
449	0.05190014633
450	0.05145352365
451	0.05129360218
452	0.05103247111
453	0.05088054213
454	0.05066761702
455	0.0505276673
456	0.05049606365
457	0.05026463375
458	0.05021691062
459	0.04998730555
460	0.04988982257
461	0.04970117432
462	0.0496451327
463	0.04956417406
464	0.04946775265
465	0.04918822736
466	0.04904856087
467	0.04888296945
468	0.04862472184
469	0.04842623917
470	0.0482328942
471	0.0481060581
472	0.04797723018
473	0.04783928628
474	0.04758838768
475	0.04743742812
476	0.04719016233
477	0.0470523337
478	0.04693934936
479	0.04667131724
480	0.04640061071
481	0.04626697522
482	0.04590647676
483	0.04576446082
484	0.0456082327
485	0.04539849923
486	0.04522066157
487	0.04503795269
488	0.04490378719
489	0.04488003254
490	0.04479344499
491	0.04461194374
492	0.04450999579
493	0.04426420836
494	0.04407111681
495	0.04389038564
496	0.04374656574
497	0.04343123593
498	0.04321026327
499	0.04305594597
500	0.04281314691
501	0.04265474227
502	0.04246992493
503	0.04234194663
504	0.04225506628
505	0.04209414254
506	0.04190034237
507	0.04164714227
508	0.04144694538
509	0.0412610068
510	0.04123755837
511	0.04107790155
512	0.04091197013
513	0.04071451711
514	0.0404857887
515	0.04036045999
516	0.04022140623
517	0.04006707595
518	0.04005497706
519	0.03988149675
520	0.03976564938
521	0.03955507463
522	0.03931659683
523	0.03920766645
524	0.03905965207
525	0.03886284259
526	0.03868814637
527	0.0385170441
528	0.0383924014
529	0.03818026319
530	0.03801551508
531	0.03797860272
532	0.03781981018
533	0.03769248791
534	0.03754446176
535	0.03745363234
536	0.03742688603
537	0.0373161767
538	0.03719057501
539	0.0370065419
540	0.03681622491
541	0.03664124709
542	0.03662415468
543	0.0365085387
544	0.03630358464
545	0.03612508238
546	0.03601705311
547	0.03591294834
548	0.03576564549
549	0.0357034964
550	0.0355569868
551	0.03542656761
552	0.03523579209
553	0.03518400387
554	0.03500763269
555	0.03488132885
556	0.03486479011
557	0.03477804556
558	0.03472018871
559	0.03452888438
560	0.03437543402
561	0.03427136997
562	0.0341779702
563	0.03404170049
564	0.03396392924
565	0.033793606
566	0.033683497
567	0.03353057513
568	0.03338463674
569	0.03326285983
570	0.03312835129
571	0.03302467271
572	0.0329388697
573	0.03280764054
574	0.03275303153
575	0.03267049651
576	0.03254534494
577	0.03249575947
578	0.03243727367
579	0.03234545123
580	0.032251404
581	0.03211080388
582	0.03206879232
583	0.03190237212
584	0.03174989001
585	0.03169798791
586	0.03164196092
587	0.03158117929
588	0.03156857511
589	0.0314325201
590	0.03130458016
591	0.03118593715
592	0.0310833434
593	0.03094053329
594	0.03093257138
595	0.03090525192
596	0.03078362826
597	0.03068136718
598	0.03057271478
599	0.03050169037
600	0.03041523463
601	0.03034948128
602	0.03020450078
603	0.0301311871
604	0.03001569499
605	0.02987343766
606	0.02977024406
607	0.02964485133
608	0.02945045235
609	0.02930954936
610	0.02914776314
611	0.02904167242
612	0.0289202346
613	0.02881660137
614	0.02876465866
615	0.02867057727
616	0.0285371633
617	0.02841013511
618	0.02833386158
619	0.02830751049
620	0.0282467984
621	0.02820966897
622	0.0281617788
623	0.02808041651
624	0.02806567677
625	0.0279128636
626	0.02784599767
627	0.02775956021
628	0.02768648292
629	0.02756279296
630	0.02745895071
631	0.02735322225
632	0.02725978099
633	0.02713601924
634	0.02700704967
635	0.02696452933
636	0.02688713137
637	0.02678138757
638	0.02669801971
639	0.02664069071
640	0.0265293032
641	0.02648987161
642	0.0264223341
643	0.02633249135
644	0.02621790672
645	0.02615548101
646	0.02605439445
647	0.02592984437
648	0.02586239261
649	0.02576024991
650	0.02570993555
651	0.02557215848
652	0.02549726515
653	0.02542556681
654	0.0253469414
655	0.02520020979
656	0.0251006256
657	0.02503199821
658	0.02499153204
659	0.02489900746
660	0.02486471764
661	0.02476900569
662	0.02468819026
663	0.02458637841
664	0.02445443774
665	0.02439650017
666	0.02435688233
667	0.02423897421
668	0.02411823621
669	0.02409500174
670	0.02399855184
671	0.0239028803
672	0.02386929908
673	0.02377431024
674	0.02365759371
675	0.02350487124
676	0.02337152489
677	0.02332810915
678	0.02326360706
679	0.02325385549
680	0.02314842553
681	0.02308324503
682	0.0230388573
683	0.02300799581
684	0.02292399324
685	0.02285080774
686	0.02276251223
687	0.02270511967
688	0.02258730226
689	0.02253556508
690	0.02247533835
691	0.02240110686
692	0.02235890422
693	0.02226738171
694	0.02219234742
695	0.02213787466
696	0.02203421898
697	0.02195851683
698	0.02183960468
699	0.02174015008
700	0.02170056621
701	0.02166668882
702	0.02158858632
703	0.02151524402
704	0.02141149122
705	0.02134258576
706	0.02125216639
707	0.02115705575
708	0.02106005465
709	0.02097578429
710	0.02090619286
711	0.02080995797
712	0.02074503815
713	0.02071882257
714	0.02063366005
715	0.02056690066
716	0.02052152705
717	0.02045459082
718	0.02034614795
719	0.02025104926
720	0.02016824376
721	0.02010301849
722	0.02002679141
723	0.01997428396
724	0.01996999463
725	0.01987630935
726	0.01979255155
727	0.01975284745
728	0.01973733573
729	0.01967158911
730	0.01957936384
731	0.01947195793
732	0.0193976036
733	0.01928728697
734	0.01924796547
735	0.01918785792
736	0.01909612132
737	0.01901930589
738	0.01897134607
739	0.01886046361
740	0.0187881788
741	0.0187181846
742	0.01865220596
743	0.01857887471
744	0.01855297347
745	0.01848238773
746	0.01843598291
747	0.01835352021
748	0.0182760149
749	0.0182164761
750	0.01812831304
751	0.01809740975
752	0.01803262181
753	0.01799470716
754	0.01792074131
755	0.01786206814
756	0.01778078255
757	0.01771745047
758	0.01763852959
759	0.01756847056
760	0.0175344135
761	0.01751969308
762	0.01745949169
763	0.01737236291
764	0.01733044624
765	0.0173231164
766	0.01728894174
767	0.01725386699
768	0.01723126842
769	0.01716560564
770	0.01711894716
771	0.01706551218
772	0.01701833007
773	0.01695156931
774	0.01691205147
775	0.01686470947
776	0.0168173266
777	0.0167462136
778	0.01672325264
779	0.01670005983
780	0.01668272551
781	0.01665391994
782	0.01658791019
783	0.01654903852
784	0.01653451486
785	0.0165042527
786	0.01644946345
787	0.01642316201
788	0.01640647951
789	0.01639862662
790	0.0163585436
791	0.01632025093
792	0.01628229007
793	0.01626656416
794	0.01620045501
795	0.01613712193
796	0.01609847075
797	0.01602906576
798	0.01599887654
799	0.01596999653
800	0.01592250062
801	0.01587222433
802	0.01582042589
803	0.01579200504
804	0.01572530885
805	0.01571080554
806	0.01568768297
807	0.01561284249
808	0.01556242311
809	0.01552048263
810	0.01542652703
811	0.01539991267
812	0.01536363131
813	0.01533598829
814	0.01527219576
815	0.01521420846
816	0.01517316814
817	0.01513434008
818	0.01510403174
819	0.01507624234
820	0.01505904094
821	0.01497727955
822	0.01491235638
823	0.0149024756
824	0.01487938929
825	0.01483398787
826	0.01480088728
827	0.01472967669
828	0.01472762386
829	0.01467503732
830	0.01460563778
831	0.01460404685
832	0.01458324316
833	0.01457832604
834	0.01453165638
835	0.01449487701
836	0.0144575223
837	0.01441258869
838	0.01436343031
839	0.0143252072
840	0.01431678424
841	0.01427666489
842	0.01424071645
843	0.01418086416
844	0.01414521797
845	0.01410226757
846	0.01408035936
847	0.01399739184
848	0.0139712813
849	0.01392224583
850	0.01388844016
851	0.01383626218
852	0.01379380794
853	0.01373223682
854	0.01367246887
855	0.01364024003
856	0.01358846592
857	0.0135206234
858	0.01345946749
859	0.01341144543
860	0.01338144637
861	0.01335161605
862	0.01328761676
863	0.01322693806
864	0.01320953373
865	0.01316239817
866	0.01310911926
867	0.01308087052
868	0.01303266763
869	0.01296882476
870	0.01291665312
871	0.01288418659
872	0.01281552054
873	0.01281286126
874	0.01276946637
875	0.01272977341
876	0.01270279363
877	0.01264613804
878	0.01258899574
879	0.01252735116
880	0.01249850403
881	0.0124354623
882	0.01241036461
883	0.01237305385
884	0.01236001992
885	0.01229979475
886	0.01224672539
887	0.01223680949
888	0.01216640514
889	0.01213424009
890	0.01208361322
891	0.0120414049
892	0.01200616045
893	0.01195250317
894	0.01190214469
895	0.01186407649
896	0.01183072047
897	0.01181478902
898	0.01176146374
899	0.01174086628
900	0.01168488177
901	0.01163067389
902	0.01156888952
903	0.01154151378
904	0.01149843901
905	0.01145975976
906	0.01142312882
907	0.01142075007
908	0.01136280162
909	0.01136179078
910	0.01135547871
911	0.01134344568
912	0.01129588774
913	0.01126008701
914	0.01121252562
915	0.01118140193
916	0.01114365713
917	0.01111716275
918	0.01111174812
919	0.0110711207
920	0.01102174838
921	0.01099343302
922	0.01096546543
923	0.01095604917
924	0.01091977397
925	0.01091482601
926	0.01087181986
927	0.0108424806
928	0.01080985183
929	0.01078522622
930	0.01075989672
931	0.0107064654
932	0.01069298473
933	0.01064480043
934	0.01061239206
935	0.01056839981
936	0.01052251284
937	0.01049009347
938	0.01048333489
939	0.01044669578
940	0.01042529277
941	0.01038139282
942	0.01033790684
943	0.0103320758
944	0.01029576152
945	0.01027956132
946	0.0102380441
947	0.01020332415
948	0.01017278515
949	0.01012439144
950	0.01011955475
951	0.01009087491
952	0.01008203584
953	0.01008015976
954	0.01005165147
955	0.01002118877
956	0.01001856068
957	0.009977620834
958	0.00995214682
959	0.009934448122
960	0.009926940621
961	0.009893435159
962	0.009877761452
963	0.009857205312
964	0.009823718753
965	0.009791942854
966	0.009767859133
967	0.009716344332
968	0.009668611094
969	0.009640853842
970	0.009595364221
971	0.009593270224
972	0.009583706033
973	0.00958089377
974	0.009553709606
975	0.009528920031
976	0.009490015632
977	0.00946430748
978	0.009429218899
979	0.009394570125
980	0.00937262645
981	0.009333762888
982	0.009307692
983	0.009292069296
984	0.009261100052
985	0.009224421599
986	0.009200927773
987	0.009181991671
988	0.00917234731
989	0.009139293065
990	0.009115660926
991	0.009112784815
992	0.009088548371
993	0.009069147646
994	0.009055849961
995	0.009052570907
996	0.009021243374
997	0.008999560866
998	0.008954811001
999	0.008927107654
1000	0.008898486344
1001	0.008895162973
1002	0.008879233536
1003	0.008864827314
1004	0.008834556989
1005	0.008791998162
1006	0.008763738256
1007	0.008753090175
1008	0.008734571707
1009	0.008692163097
1010	0.008653917685
1011	0.008608032583
1012	0.008583123215
1013	0.008568874126
1014	0.008527296414
1015	0.00850516439
1016	0.008475462704
1017	0.008445850933
1018	0.008443130924
1019	0.008442053721
1020	0.008422712939
1021	0.008403436797
1022	0.008370555402
1023	0.008347438321
1024	0.008341666205
1025	0.008311935633
1026	0.008260887253
1027	0.008243007377
1028	0.008227991525
1029	0.00822437409
1030	0.008194677592
1031	0.008160881708
1032	0.008151066216
1033	0.008115345205
1034	0.008081857693
1035	0.00805724551
1036	0.008032503648
1037	0.008004161821
1038	0.007988571687
1039	0.007961709833
1040	0.007937658011
1041	0.007914650483
1042	0.007885735195
1043	0.007855815862
1044	0.007827467597
1045	0.007805831055
1046	0.007805176971
1047	0.007787959109
1048	0.007777400498
1049	0.007743432878
1050	0.007728907659
1051	0.007703082789
1052	0.007676517504
1053	0.007651783926
1054	0.007629214771
1055	0.007614869372
1056	0.007595715388
1057	0.007580013418
1058	0.007564414661
1059	0.007545731663
1060	0.007512117016
1061	0.0075088659
1062	0.007479393118
1063	0.007465984749
1064	0.007442415657
1065	0.007426430501
1066	0.007404609151
1067	0.007377263746
1068	0.007347053611
1069	0.007313738819
1070	0.007288177201
1071	0.007262932618
1072	0.007235838002
1073	0.007220375706
1074	0.00720531505
1075	0.007182924591
1076	0.007169451817
1077	0.007138536995
1078	0.007130333636
1079	0.00710475248
1080	0.00708155943
1081	0.00704378351
1082	0.007028535731
1083	0.007016923672
1084	0.007000714189
1085	0.006979844682
1086	0.00695857647
1087	0.006927257089
1088	0.006905304188
1089	0.006886006176
1090	0.006883312307
1091	0.006875081866
1092	0.006852724947
1093	0.006842129216
1094	0.006811978806
1095	0.006794520104
1096	0.006783460805
1097	0.006778726479
1098	0.006776676342
1099	0.006764938232
1100	0.006742089335
1101	0.006725656488
1102	0.006714278481
1103	0.006694420345
1104	0.006671286231
1105	0.006648895042
1106	0.006639059963
1107	0.006626296203
1108	0.006606849365
1109	0.006592432869
1110	0.006570460693
1111	0.00655732899
1112	0.006541175033
1113	0.006525941434
1114	0.006506042364
1115	0.006505036017
1116	0.006479435435
1117	0.006450540126
1118	0.006437156394
1119	0.006422284712
1120	0.006399786293
1121	0.006375605171
1122	0.006365358712
1123	0.006362999438
1124	0.0063399152
1125	0.006314432949
1126	0.006285984691
1127	0.00628043961
1128	0.006267563569
1129	0.006245826726
1130	0.006238190984
1131	0.006236678326
1132	0.00622535503
1133	0.006212871397
1134	0.006198203227
1135	0.006195693996
1136	0.006190443533
1137	0.006172147163
1138	0.006153321799
1139	0.00612378397
1140	0.006108962582
1141	0.00609520991
1142	0.006091487071
1143	0.006089254899
1144	0.006071721009
1145	0.006041062379
1146	0.006031322288
1147	0.006028168671
1148	0.006016078823
1149	0.006002611281
1150	0.005993959928
1151	0.005969080038
1152	0.005959072541
1153	0.005940801665
1154	0.00591365744
1155	0.005908345858
1156	0.005881380244
1157	0.005877635604
1158	0.005860524838
1159	0.005840615713
1160	0.005812476471
1161	0.005792554633
1162	0.005770153634
1163	0.005749387116
1164	0.00573054944
1165	0.005723293552
1166	0.005720548819
1167	0.005700010859
1168	0.0056724707
1169	0.005670729999
1170	0.005640457429
1171	0.005625236063
1172	0.005603899835
1173	0.005594882958
1174	0.005582354577
1175	0.005569581059
1176	0.005557755399
1177	0.005536206852
1178	0.005520512317
1179	0.005504127535
1180	0.005496924531
1181	0.005474601331
1182	0.005457236959
1183	0.005441213739
1184	0.005419726352
1185	0.005410618441
1186	0.005405387944
1187	0.005387756989
1188	0.005372279063
1189	0.005356649252
1190	0.00534517649
1191	0.005331672148
1192	0.00531491331
1193	0.005292882019
1194	0.005282320523
1195	0.005269374893
1196	0.005265027241
1197	0.005248995431
1198	0.005231147851
1199	0.00521243016
1200	0.00518596408
1201	0.005170052827
1202	0.005143033372
1203	0.005121078054
1204	0.005100999309
1205	0.005090607206
1206	0.005061909771
1207	0.005052243201
1208	0.005050213139
1209	0.005032901585
1210	0.005019745522
1211	0.004995576491
1212	0.004977066388
1213	0.004970381018
1214	0.004962537583
1215	0.004939062399
1216	0.004926370512
1217	0.004911172335
1218	0.004899732652
1219	0.004891221473
1220	0.004875522309
1221	0.004852869622
1222	0.004836135622
1223	0.004822125172
1224	0.004817286587
1225	0.004803093055
1226	0.004785775181
1227	0.004772806604
1228	0.00475823771
1229	0.00474027125
1230	0.004723236736
1231	0.004709101086
1232	0.004694558992
1233	0.004668116552
1234	0.004651508121
1235	0.004638590819
1236	0.004623067
1237	0.004608249453
1238	0.004593102384
1239	0.004588382778
1240	0.004586934161
1241	0.004570714053
1242	0.004554010663
1243	0.004541360599
1244	0.004529862182
1245	0.004521033326
1246	0.00449487068
1247	0.004478200499
1248	0.004471496099
1249	0.00445967388
1250	0.004450255332
1251	0.004442853443
1252	0.004421478247
1253	0.004418923829
1254	0.004399235795
1255	0.004385553725
1256	0.004376540571
1257	0.004361902287
1258	0.004350843989
1259	0.004341826504
1260	0.004331723336
1261	0.004331000666
1262	0.00432131237
1263	0.004308517185
1264	0.004302735276
1265	0.004287937472
1266	0.004272122625
1267	0.004255767381
1268	0.004239884786
1269	0.004236516636
1270	0.004224752154
1271	0.004218606269
1272	0.004208709001
1273	0.004199096482
1274	0.00419167583
1275	0.004185596776
1276	0.004168661174
1277	0.004156897303
1278	0.004140910369
1279	0.004133755453
1280	0.004121254694
1281	0.004105867849
1282	0.004091346396
1283	0.004080000399
1284	0.004070146616
1285	0.004059383995
1286	0.004044155819
1287	0.004032084654
1288	0.004022760564
1289	0.004017107435
1290	0.003996112037
1291	0.003981680762
1292	0.003968155353
1293	0.003953595983
1294	0.003944012432
1295	0.003941021952
1296	0.003920847613
1297	0.003906311458
1298	0.00389938167
1299	0.003898518297
1300	0.003891231188
1301	0.003886148262
1302	0.003878162046
1303	0.003858497905
1304	0.00384851757
1305	0.003831244869
1306	0.003817426079
1307	0.003802150291
1308	0.003791684707
1309	0.00377300785
1310	0.003770313699
1311	0.003754709416
1312	0.003743233698
1313	0.003738674071
1314	0.003733037969
1315	0.003721105832
1316	0.003707817042
1317	0.003692400828
1318	0.003679224682
1319	0.003668602635
1320	0.003659254233
1321	0.003640581907
1322	0.003635714047
1323	0.003633851485
1324	0.003627354388
1325	0.003616582582
1326	0.003599734092
1327	0.003590423655
1328	0.003575229032
1329	0.00356653268
1330	0.003558157682
1331	0.003545409915
1332	0.003537587822
1333	0.003524681827
1334	0.00351692186
1335	0.003499963697
1336	0.003482896063
1337	0.003471996701
1338	0.003464965303
1339	0.003460552237
1340	0.003443599328
1341	0.003427044537
1342	0.003411077907
1343	0.003396513001
1344	0.003376812662
1345	0.003365453338
1346	0.003361937536
1347	0.003355528549
1348	0.003349008085
1349	0.003337500648
1350	0.003324217297
1351	0.003318394982
1352	0.003303339788
1353	0.003296642975
1354	0.003284735165
1355	0.003275877665
1356	0.003268616759
1357	0.003255828068
1358	0.003243866076
1359	0.003232934806
1360	0.003224171538
1361	0.003211199814
1362	0.003210609859
1363	0.003204743202
1364	0.003192048642
1365	0.003184441281
1366	0.003176221155
1367	0.003169382713
1368	0.003158806581
1369	0.003151761151
1370	0.003148153078
1371	0.003143518037
1372	0.003139762541
1373	0.003128118378
1374	0.003114827236
1375	0.003101469486
1376	0.003091459258
1377	0.003080109023
1378	0.003070265486
1379	0.003064648709
1380	0.00304797182
1381	0.003041021583
1382	0.00303630416
1383	0.003029974125
1384	0.003019359504
1385	0.00301390297
1386	0.003003441006
1387	0.003002629794
1388	0.002988782873
1389	0.002988020949
1390	0.002981619284
1391	0.002975110478
1392	0.002960834865
1393	0.002949086339
1394	0.002940311113
1395	0.00293832613
1396	0.002930348324
1397	0.002921558068
1398	0.002912557164
1399	0.002907066735
1400	0.00289238845
1401	0.002886693102
1402	0.002875784278
1403	0.002873531224
1404	0.002864900787
1405	0.002856869266
1406	0.002844651711
1407	0.002837140031
1408	0.002827554563
1409	0.002821339754
1410	0.002811131452
1411	0.002807552732
1412	0.002797573521
1413	0.002788471752
1414	0.00277913494
1415	0.002772965185
1416	0.002768758227
1417	0.002759932912
1418	0.002750367946
1419	0.002743140561
1420	0.002732217569
1421	0.002720618475
1422	0.00271405102
1423	0.002705972519
1424	0.002705139092
1425	0.002692034182
1426	0.002678544985
1427	0.002672562774
1428	0.002668128699
1429	0.002666582364
1430	0.002660667777
1431	0.002659651276
1432	0.002653958986
1433	0.002651364415
1434	0.002645646175
1435	0.002644818648
1436	0.002636540755
1437	0.002626258045
1438	0.002613721349
1439	0.00260454898
1440	0.002595459211
1441	0.002594785073
1442	0.002584791349
1443	0.002575762831
1444	0.002569218732
1445	0.002562813565
1446	0.002549933148
1447	0.002548724923
1448	0.002538383562
1449	0.002536315687
1450	0.002530637074
1451	0.002524603311
1452	0.002516588431
1453	0.002503799934
1454	0.002495968411
1455	0.002485347347
1456	0.002479333971
1457	0.002472047658
1458	0.002466951979
1459	0.002459177668
1460	0.002453224775
1461	0.002452861018
1462	0.002443725563
1463	0.002439755211
1464	0.002431428212
1465	0.002422984975
1466	0.002415365284
1467	0.002404228402
1468	0.002401169482
1469	0.002400586348
1470	0.002391385523
1471	0.002390058576
1472	0.002382245394
1473	0.00237630759
1474	0.002372686191
1475	0.002368486747
1476	0.00236240611
1477	0.00235415061
1478	0.002350203587
1479	0.002341756421
1480	0.002338554871
1481	0.002337211258
1482	0.00232969044
1483	0.00232240319
1484	0.002318015799
1485	0.002313034565
1486	0.002302396277
1487	0.002301024991
1488	0.002293209675
1489	0.002287855389
1490	0.002282828629
1491	0.002276729409
1492	0.002265350245
1493	0.002259474677
1494	0.002253645688
1495	0.002247862552
1496	0.002239921779
1497	0.002235333525
1498	0.002227613049
1499	0.002226797171
1500	0.002220413708
